intervention_id,image_id,rule_id,intervention_type,seed,target_box_xyxy,mask_box_xyxy,mask_target_iou,model_id,prompt_id,answer,evidence_regions_xyxy,worker_boxes_xyxy,object_boxes_xyxy,confidence,graded_score,raw_response,provenance
0000288:fall_harness:matched_random:42,0000288,fall_harness,matched_random_occlusion,42,,"[344,223,743,510]",0.04817391304347826,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[466,473,865,758]]","[[466,472,865,758]]","[[466,473,865,758]]",0.5905722832041127,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[466,472,865,758]],""object_boxes"":[[466,473,865,758]],""confidence"":0.5905722832041127,""graded_score"":1.0,""inference_ms"":203.98829999612644,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000288:fall_harness:matched_random:43,0000288,fall_harness,matched_random_occlusion,43,,"[383,195,782,482]",0.013990596194203644,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[467,477,865,758]]","[[466,475,865,758]]","[[467,477,865,758]]",0.5972441807389259,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[466,475,865,758]],""object_boxes"":[[467,477,865,758]],""confidence"":0.5972441807389259,""graded_score"":1.0,""inference_ms"":204.7749999910593,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000288:fall_harness:matched_random:44,0000288,fall_harness,matched_random_occlusion,44,,"[683,114,1082,401]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[466,472,865,758]]","[[466,471,865,758]]","[[466,472,865,758]]",0.6094551649210709,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[466,471,865,758]],""object_boxes"":[[466,472,865,758]],""confidence"":0.6094551649210709,""graded_score"":1.0,""inference_ms"":204.88949998980388,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000288:fall_harness:matched_random:45,0000288,fall_harness,matched_random_occlusion,45,,"[789,73,1188,360]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[466,472,865,758]]","[[466,471,865,758]]","[[466,472,865,758]]",0.6073995040995734,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[466,471,865,758]],""object_boxes"":[[466,472,865,758]],""confidence"":0.6073995040995734,""graded_score"":1.0,""inference_ms"":205.27410000795498,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000288:fall_harness:matched_random:46,0000288,fall_harness,matched_random_occlusion,46,,"[31,244,430,531]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[467,472,865,758]]","[[466,471,865,758]]","[[467,472,865,758]]",0.6021987066737243,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[466,471,865,758]],""object_boxes"":[[467,472,865,758]],""confidence"":0.6021987066737243,""graded_score"":1.0,""inference_ms"":202.362300013192,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000325:struck_by_equipment:targeted,0000325,struck_by_equipment,targeted_occlusion,,"[261,590,512,792]","[261,590,512,792]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[557,648,753,746],[821,642,890,735]]","[[1132,727,1198,899]]","[[557,648,753,746],[821,642,890,735]]",0.6217592318061289,1.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""safe"",""worker_boxes"":[[1132,727,1198,899]],""object_boxes"":[[557,648,753,746],[821,642,890,735]],""confidence"":0.6217592318061289,""graded_score"":1.0,""inference_ms"":235.62190000666305,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000325:struck_by_equipment:matched_random:42,0000325,struck_by_equipment,matched_random_occlusion,42,,"[628,250,879,452]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[261,590,512,792]]","[[1133,728,1198,899]]","[[261,590,512,792]]",0.6661043818744402,1.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""safe"",""worker_boxes"":[[1133,728,1198,899]],""object_boxes"":[[261,590,512,792]],""confidence"":0.6661043818744402,""graded_score"":1.0,""inference_ms"":207.98199996352196,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000325:struck_by_equipment:matched_random:43,0000325,struck_by_equipment,matched_random_occlusion,43,,"[373,243,624,445]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[261,590,512,792]]","[[1133,728,1198,899]]","[[261,590,512,792]]",0.6668838626808591,1.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""safe"",""worker_boxes"":[[1133,728,1198,899]],""object_boxes"":[[261,590,512,792]],""confidence"":0.6668838626808591,""graded_score"":1.0,""inference_ms"":211.31709998007864,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000325:struck_by_equipment:matched_random:44,0000325,struck_by_equipment,matched_random_occlusion,44,,"[567,430,818,632]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[261,590,512,792]]","[[1133,728,1198,899]]","[[261,590,512,792]]",0.6663151081828844,1.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""safe"",""worker_boxes"":[[1133,728,1198,899]],""object_boxes"":[[261,590,512,792]],""confidence"":0.6663151081828844,""graded_score"":1.0,""inference_ms"":214.06329999445006,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000325:struck_by_equipment:matched_random:45,0000325,struck_by_equipment,matched_random_occlusion,45,,"[573,350,824,552]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[261,590,512,792]]","[[1133,728,1198,899]]","[[261,590,512,792]]",0.6668762111711124,1.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""safe"",""worker_boxes"":[[1133,728,1198,899]],""object_boxes"":[[261,590,512,792]],""confidence"":0.6668762111711124,""graded_score"":1.0,""inference_ms"":206.68309996835887,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000325:struck_by_equipment:matched_random:46,0000325,struck_by_equipment,matched_random_occlusion,46,,"[489,636,740,838]",0.03668111556391592,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[261,591,495,792]]","[[1132,727,1198,899]]","[[261,591,495,792]]",0.6846756898458042,1.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""safe"",""worker_boxes"":[[1132,727,1198,899]],""object_boxes"":[[261,591,495,792]],""confidence"":0.6846756898458042,""graded_score"":1.0,""inference_ms"":202.23479997366667,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000327:struck_by_equipment:targeted,0000327,struck_by_equipment,targeted_occlusion,,"[72,274,479,782]","[72,274,479,782]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[479,671,539,783]]","[[479,671,539,783]]","[[479,671,539,783]]",0.5847873853312598,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[479,671,539,783]],""object_boxes"":[[479,671,539,783]],""confidence"":0.5847873853312598,""graded_score"":0.0,""inference_ms"":203.1016999972053,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000327:struck_by_equipment:matched_random:42,0000327,struck_by_equipment,matched_random_occlusion,42,,"[259,689,666,1197]",0.052054181126161427,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[72,274,474,781]]","[[72,273,473,779]]","[[72,274,474,781]]",0.5759936546285946,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[72,273,473,779]],""object_boxes"":[[72,274,474,781]],""confidence"":0.5759936546285946,""graded_score"":0.0,""inference_ms"":212.62910001678392,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000327:struck_by_equipment:matched_random:43,0000327,struck_by_equipment,matched_random_occlusion,43,,"[264,692,671,1200]",0.04909149030094225,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[72,274,474,781]]","[[72,273,473,779]]","[[72,274,474,781]]",0.5751436442609816,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[72,273,473,779]],""object_boxes"":[[72,274,474,781]],""confidence"":0.5751436442609816,""graded_score"":0.0,""inference_ms"":209.16199998464435,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000327:struck_by_equipment:matched_random:44,0000327,struck_by_equipment,matched_random_occlusion,44,,"[263,691,670,1199]",0.0499065648358791,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[72,274,474,781]]","[[72,273,473,779]]","[[72,274,474,781]]",0.5722761957181824,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[72,273,473,779]],""object_boxes"":[[72,274,474,781]],""confidence"":0.5722761957181824,""graded_score"":0.0,""inference_ms"":227.7985999826342,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000327:struck_by_equipment:matched_random:45,0000327,struck_by_equipment,matched_random_occlusion,45,,"[239,680,646,1188]",0.0629254148758971,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[72,274,474,783]]","[[72,273,473,779]]","[[72,274,474,783]]",0.56943177289906,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[72,273,473,779]],""object_boxes"":[[72,274,474,783]],""confidence"":0.56943177289906,""graded_score"":0.0,""inference_ms"":208.32530001644045,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000327:struck_by_equipment:matched_random:46,0000327,struck_by_equipment,matched_random_occlusion,46,,"[226,688,633,1196]",0.06102173299463731,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[72,274,474,781]]","[[72,273,474,779]]","[[72,274,474,781]]",0.559796830373151,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[72,273,474,779]],""object_boxes"":[[72,274,474,781]],""confidence"":0.559796830373151,""graded_score"":0.0,""inference_ms"":214.47679999982938,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000331:struck_by_equipment:targeted,0000331,struck_by_equipment,targeted_occlusion,,"[26,339,565,784]","[26,339,565,784]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[0,550,32,707]]","[[0,550,31,707]]","[[0,550,32,707]]",0.5981384485605217,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[0,550,31,707]],""object_boxes"":[[0,550,32,707]],""confidence"":0.5981384485605217,""graded_score"":0.0,""inference_ms"":223.17110002040863,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000331:struck_by_equipment:matched_random:42,0000331,struck_by_equipment,matched_random_occlusion,42,,"[211,720,750,1165]",0.04956963509782214,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[27,339,565,751]]","[[0,550,36,705]]","[[27,339,565,751]]",0.6118291992516744,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[0,550,36,705]],""object_boxes"":[[27,339,565,751]],""confidence"":0.6118291992516744,""graded_score"":0.0,""inference_ms"":240.1749999844469,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000331:struck_by_equipment:matched_random:43,0000331,struck_by_equipment,matched_random_occlusion,43,,"[317,709,856,1154]",0.040337446596256855,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[26,339,564,782]]","[[0,550,36,706]]","[[26,339,564,782]]",0.6281643021437857,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[0,550,36,706]],""object_boxes"":[[26,339,564,782]],""confidence"":0.6281643021437857,""graded_score"":0.0,""inference_ms"":218.59910001512617,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000331:struck_by_equipment:matched_random:44,0000331,struck_by_equipment,matched_random_occlusion,44,,"[325,747,864,1192]",0.018860310515472677,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[26,339,564,782]]","[[0,550,36,706]]","[[26,339,564,782]]",0.6325194286921667,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[0,550,36,706]],""object_boxes"":[[26,339,564,782]],""confidence"":0.6325194286921667,""graded_score"":0.0,""inference_ms"":208.44350004335865,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000331:struck_by_equipment:matched_random:45,0000331,struck_by_equipment,matched_random_occlusion,45,,"[84,748,623,1193]",0.03744858281033058,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[27,339,564,754]]","[[0,550,36,706]]","[[27,339,564,754]]",0.6444936607565199,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[0,550,36,706]],""object_boxes"":[[27,339,564,754]],""confidence"":0.6444936607565199,""graded_score"":0.0,""inference_ms"":210.50579997245222,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000331:struck_by_equipment:matched_random:46,0000331,struck_by_equipment,matched_random_occlusion,46,,"[107,745,646,1190]",0.03867506192513554,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[27,339,564,751]]","[[0,550,36,705]]","[[27,339,564,751]]",0.6404989986192613,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[0,550,36,705]],""object_boxes"":[[27,339,564,751]],""confidence"":0.6404989986192613,""graded_score"":0.0,""inference_ms"":209.04749998589978,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000332:fall_harness:targeted,0000332,fall_harness,targeted_occlusion,,"[595,382,674,433]","[595,382,674,433]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[609,257,665,297]]","[[579,257,683,477]]","[[609,257,665,297]]",0.6221743854028838,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[579,257,683,477]],""object_boxes"":[[609,257,665,297]],""confidence"":0.6221743854028838,""graded_score"":1.0,""inference_ms"":202.3553000180982,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000332:fall_harness:matched_random:42,0000332,fall_harness,matched_random_occlusion,42,,"[1019,315,1098,366]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[595,381,674,432]]","[[579,257,683,477]]","[[595,381,674,432]]",0.5839679324999452,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[579,257,683,477]],""object_boxes"":[[595,381,674,432]],""confidence"":0.5839679324999452,""graded_score"":1.0,""inference_ms"":213.09370000381023,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000332:fall_harness:matched_random:43,0000332,fall_harness,matched_random_occlusion,43,,"[700,59,779,110]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[595,381,674,432]]","[[579,257,683,477]]","[[595,381,674,432]]",0.5860298594592938,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[579,257,683,477]],""object_boxes"":[[595,381,674,432]],""confidence"":0.5860298594592938,""graded_score"":1.0,""inference_ms"":222.38709998782724,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000332:fall_harness:matched_random:44,0000332,fall_harness,matched_random_occlusion,44,,"[826,5,905,56]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[609,257,665,297]]","[[579,257,683,477]]","[[609,257,665,297]]",0.6133549982415778,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[579,257,683,477]],""object_boxes"":[[609,257,665,297]],""confidence"":0.6133549982415778,""graded_score"":1.0,""inference_ms"":204.0938999853097,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000332:fall_harness:matched_random:45,0000332,fall_harness,matched_random_occlusion,45,,"[868,107,947,158]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[610,258,667,297]]","[[579,257,683,477]]","[[610,258,667,297]]",0.6092630014089602,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[579,257,683,477]],""object_boxes"":[[610,258,667,297]],""confidence"":0.6092630014089602,""graded_score"":1.0,""inference_ms"":210.01320000505075,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
